epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,680.025,0.75473,0.66775,0.94683,0.99335,1,0.995,0.77883,0.78236,0.75928,0.96122,0.0014258,0.0014258,0.0014258
31,702.491,0.72644,0.63628,0.93655,0.99566,1,0.995,0.79197,0.8515,0.74454,0.98594,0.001406,0.001406,0.001406
32,724.73,0.75788,0.66027,0.93312,0.98946,1,0.995,0.76958,0.88302,0.74789,1.01274,0.0013862,0.0013862,0.0013862
33,746.961,0.80512,0.67552,0.97358,0.99245,1,0.995,0.78018,0.81473,0.76637,0.98011,0.0013664,0.0013664,0.0013664
34,769.172,0.7484,0.65652,0.94694,0.99525,1,0.995,0.72029,0.97451,0.75539,1.03353,0.0013466,0.0013466,0.0013466
35,791.357,0.73991,0.6287,0.9452,0.99478,1,0.995,0.73864,0.95924,0.70986,1.02636,0.0013268,0.0013268,0.0013268
36,813.725,0.73081,0.59962,0.93108,0.99561,1,0.995,0.73807,0.89883,0.67567,0.99612,0.001307,0.001307,0.001307
37,836.017,0.70815,0.62553,0.91721,0.99574,1,0.995,0.78532,0.79487,0.65289,0.96072,0.0012872,0.0012872,0.0012872
38,858.546,0.71923,0.59486,0.93887,0.99482,1,0.995,0.75866,0.95187,0.76071,1.02434,0.0012674,0.0012674,0.0012674
39,881.079,0.73053,0.60759,0.9392,0.99523,1,0.995,0.80525,0.86617,0.65875,1.01691,0.0012476,0.0012476,0.0012476
40,903.61,0.74342,0.55321,0.93438,0.99668,1,0.995,0.76125,0.87856,0.63922,0.99769,0.0012278,0.0012278,0.0012278
41,926.082,0.70027,0.55341,0.93405,1,0.98507,0.995,0.70593,0.97415,0.69644,1.05043,0.001208,0.001208,0.001208
42,948.558,0.73214,0.55747,0.90514,0.91124,1,0.98429,0.70244,0.98766,0.78597,1.03962,0.0011882,0.0011882,0.0011882
43,970.905,0.70887,0.53009,0.9205,0.98603,1,0.995,0.71382,0.85799,0.65253,1.00066,0.0011684,0.0011684,0.0011684
44,993.411,0.75236,0.5884,0.98144,0.9957,1,0.995,0.77623,0.88309,0.62188,1.00411,0.0011486,0.0011486,0.0011486
45,1016.04,0.72531,0.53148,0.93761,0.99426,1,0.995,0.77843,0.83679,0.6136,0.97477,0.0011288,0.0011288,0.0011288
46,1038.39,0.68415,0.53121,0.91037,0.99479,1,0.995,0.76927,0.78864,0.59079,0.9673,0.001109,0.001109,0.001109
47,1060.94,0.73269,0.5405,0.92692,0.99457,1,0.995,0.74442,0.89744,0.60954,1.00189,0.0010892,0.0010892,0.0010892
48,1083.52,0.67195,0.51609,0.91326,0.99411,1,0.995,0.81257,0.68831,0.52793,0.93754,0.0010694,0.0010694,0.0010694
49,1106.16,0.67877,0.49536,0.91037,0.99296,1,0.995,0.83353,0.67834,0.51711,0.94099,0.0010496,0.0010496,0.0010496
50,1128.87,0.67385,0.48904,0.91179,0.99561,1,0.995,0.8335,0.6754,0.50332,0.91821,0.0010298,0.0010298,0.0010298
51,1151.32,0.6288,0.46039,0.89061,0.99458,1,0.995,0.84606,0.65178,0.50782,0.9071,0.00101,0.00101,0.00101
52,1173.8,0.66637,0.48259,0.91178,0.99429,1,0.995,0.85134,0.7068,0.52861,0.93697,0.0009902,0.0009902,0.0009902
53,1196.29,0.69309,0.51268,0.93069,0.99523,1,0.995,0.82009,0.72699,0.49595,0.94762,0.0009704,0.0009704,0.0009704
54,1218.92,0.62692,0.46673,0.89596,0.99409,1,0.995,0.82016,0.70747,0.4928,0.94331,0.0009506,0.0009506,0.0009506
55,1241.72,0.68714,0.48698,0.93872,0.99552,1,0.995,0.83059,0.70098,0.47597,0.93308,0.0009308,0.0009308,0.0009308
56,1264.4,0.66055,0.48487,0.91922,0.99472,1,0.995,0.81014,0.76577,0.55164,0.94033,0.000911,0.000911,0.000911
57,1287.21,0.63799,0.48681,0.91857,0.99407,1,0.995,0.80061,0.78926,0.52506,0.95831,0.0008912,0.0008912,0.0008912
58,1309.62,0.6181,0.4737,0.90982,0.99393,1,0.995,0.78926,0.75924,0.4989,0.95163,0.0008714,0.0008714,0.0008714
59,1332.01,0.66685,0.48299,0.92905,0.99425,1,0.995,0.80846,0.72725,0.4887,0.93936,0.0008516,0.0008516,0.0008516
60,1354.6,0.61712,0.4602,0.90315,0.98845,1,0.995,0.80048,0.73358,0.50379,0.94654,0.0008318,0.0008318,0.0008318
61,1377.12,0.61768,0.43954,0.90427,1,0.98137,0.995,0.79981,0.80536,0.51646,0.96181,0.000812,0.000812,0.000812
62,1399.72,0.67348,0.50033,0.92858,0.98661,1,0.995,0.78522,0.78172,0.47446,0.95401,0.0007922,0.0007922,0.0007922
63,1422.5,0.65736,0.47481,0.92236,0.99053,1,0.995,0.78296,0.86125,0.50041,0.97968,0.0007724,0.0007724,0.0007724
64,1445.28,0.65321,0.45766,0.88679,0.99105,1,0.995,0.76525,0.8909,0.51048,0.99957,0.0007526,0.0007526,0.0007526
65,1467.74,0.62679,0.46692,0.91409,0.99299,1,0.995,0.7778,0.78705,0.46208,0.95297,0.0007328,0.0007328,0.0007328
66,1490.15,0.63138,0.46735,0.90051,0.99577,1,0.995,0.8122,0.7513,0.46278,0.94154,0.000713,0.000713,0.000713
67,1512.76,0.589,0.42766,0.90214,0.99602,1,0.995,0.82101,0.71901,0.44122,0.92919,0.0006932,0.0006932,0.0006932
68,1535.44,0.61027,0.44334,0.90216,0.996,1,0.995,0.83108,0.74514,0.42111,0.9374,0.0006734,0.0006734,0.0006734
69,1557.91,0.60396,0.42997,0.88978,0.99597,1,0.995,0.823,0.69785,0.40331,0.91841,0.0006536,0.0006536,0.0006536
70,1580.15,0.54731,0.41644,0.88815,0.99594,1,0.995,0.84014,0.70345,0.42236,0.92124,0.0006338,0.0006338,0.0006338
71,1602.48,0.59727,0.4285,0.90329,0.99582,1,0.995,0.82153,0.74698,0.42528,0.9345,0.000614,0.000614,0.000614
72,1624.91,0.57943,0.43249,0.90006,0.99592,1,0.995,0.85485,0.65894,0.39507,0.90362,0.0005942,0.0005942,0.0005942
73,1647.54,0.56103,0.40065,0.8834,0.99595,1,0.995,0.84172,0.63397,0.37301,0.8948,0.0005744,0.0005744,0.0005744
74,1670.01,0.55982,0.42804,0.90716,0.99585,1,0.995,0.83288,0.68583,0.38794,0.90646,0.0005546,0.0005546,0.0005546
75,1692.34,0.56831,0.40821,0.88862,0.99569,1,0.995,0.80983,0.69347,0.38568,0.91083,0.0005348,0.0005348,0.0005348
76,1714.95,0.59598,0.41231,0.88432,0.99581,1,0.995,0.80994,0.68512,0.39015,0.90996,0.000515,0.000515,0.000515
77,1737.26,0.52521,0.37011,0.87496,0.99591,1,0.995,0.81953,0.71424,0.4153,0.92928,0.0004952,0.0004952,0.0004952
78,1759.74,0.51971,0.36823,0.87468,0.99596,1,0.995,0.8151,0.75672,0.42025,0.94417,0.0004754,0.0004754,0.0004754
79,1781.87,0.55359,0.38728,0.8793,0.99588,1,0.995,0.81539,0.79028,0.40914,0.95067,0.0004556,0.0004556,0.0004556
80,1804.27,0.55912,0.37932,0.88693,0.99584,1,0.995,0.81575,0.76211,0.40837,0.93842,0.0004358,0.0004358,0.0004358
81,1826.77,0.52827,0.39152,0.86994,0.9957,1,0.995,0.81547,0.72925,0.41189,0.92923,0.000416,0.000416,0.000416
82,1849.54,0.53331,0.37496,0.86391,0.99571,1,0.995,0.80657,0.70656,0.38156,0.92041,0.0003962,0.0003962,0.0003962
83,1871.96,0.51018,0.3674,0.85752,0.99577,1,0.995,0.838,0.70256,0.37728,0.92171,0.0003764,0.0003764,0.0003764
84,1894.37,0.50359,0.34993,0.88242,0.99553,1,0.995,0.83892,0.6948,0.37513,0.92575,0.0003566,0.0003566,0.0003566
85,1916.82,0.51597,0.35995,0.90025,0.99602,1,0.995,0.84384,0.63679,0.35454,0.9006,0.0003368,0.0003368,0.0003368
86,1939.44,0.49796,0.35222,0.86086,0.99614,1,0.995,0.86335,0.62948,0.34674,0.89643,0.000317,0.000317,0.000317
87,1961.87,0.51292,0.374,0.89298,0.99612,1,0.995,0.82394,0.64898,0.34596,0.90806,0.0002972,0.0002972,0.0002972
88,1984.21,0.49632,0.36113,0.8669,0.99589,1,0.995,0.82161,0.68913,0.37068,0.92261,0.0002774,0.0002774,0.0002774
89,2006.79,0.48657,0.34761,0.87164,0.99606,1,0.995,0.82909,0.69379,0.37094,0.92421,0.0002576,0.0002576,0.0002576
90,2028.99,0.509,0.37568,0.8733,0.99613,1,0.995,0.82976,0.6805,0.36664,0.9187,0.0002378,0.0002378,0.0002378
91,2051.22,0.4702,0.34378,0.88189,0.99618,1,0.995,0.83551,0.67312,0.36863,0.91577,0.000218,0.000218,0.000218
92,2073.4,0.48119,0.33285,0.86207,0.99626,1,0.995,0.8149,0.6769,0.37053,0.91783,0.0001982,0.0001982,0.0001982
93,2095.69,0.45521,0.33458,0.86301,0.99623,1,0.995,0.82053,0.67033,0.35794,0.91656,0.0001784,0.0001784,0.0001784
94,2118,0.43604,0.33084,0.84097,0.99621,1,0.995,0.8202,0.66265,0.35628,0.91609,0.0001586,0.0001586,0.0001586
95,2140.33,0.43249,0.31684,0.84309,0.99622,1,0.995,0.82176,0.66386,0.35752,0.91668,0.0001388,0.0001388,0.0001388
96,2162.76,0.43842,0.31082,0.86201,0.99622,1,0.995,0.83452,0.67843,0.36812,0.9235,0.000119,0.000119,0.000119
97,2184.72,0.41835,0.30002,0.83588,0.99623,1,0.995,0.83495,0.68952,0.36882,0.92814,9.92e-05,9.92e-05,9.92e-05
98,2206.64,0.44677,0.31589,0.8657,0.99628,1,0.995,0.8359,0.69896,0.3633,0.93183,7.94e-05,7.94e-05,7.94e-05
99,2228.87,0.44235,0.31533,0.85492,0.99631,1,0.995,0.83598,0.70736,0.36293,0.935,5.96e-05,5.96e-05,5.96e-05
100,2251.34,0.44678,0.31361,0.8442,0.99625,1,0.995,0.82451,0.71473,0.36371,0.93812,3.98e-05,3.98e-05,3.98e-05
